chain_id,task,model,sample_index,seeded_from_main_experiment,turn,correct,turn_speedup,best_speedup_so_far,gap_vs_eager_x,gap_vs_torch_compile_x
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,14,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,15,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,16,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,17,1,0.9202658485105946,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,18,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,19,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,20,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,21,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,22,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,23,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,24,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,25,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,26,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,27,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,28,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,29,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,30,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,31,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,32,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,33,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,34,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,35,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,36,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,37,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,38,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,39,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,40,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,41,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,42,1,0.4313725371450602,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,43,1,0.42973195441852907,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,44,1,0.878640792701701,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,45,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,46,1,0.9084859315177644,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,47,1,0.5474974511109161,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,48,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,49,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,50,1,0.7171052626540195,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,51,1,0.5603271818112129,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,52,1,0.8102189712794045,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,53,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,54,1,0.4175136890405575,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,55,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,56,1,0.42489959062016075,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,57,1,0.4346123734268205,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,58,1,0.4308943062498935,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,59,1,0.4145767942852852,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,60,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,61,1,0.6996197763512679,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,62,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,63,1,0.6817602205120091,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,64,1,0.848389577417879,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,65,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,66,1,0.40410961149354124,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,67,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,68,1,0.40760058474844746,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,69,1,0.38709677006378346,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,70,1,0.7976190641178178,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,71,1,0.6965108589281621,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,72,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,73,1,0.14899752691780574,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,74,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,75,1,0.7016645005864739,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,76,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,77,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,78,1,0.889991758488569,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,79,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,80,1,1.9629631106778833,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,81,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,82,1,0.9067103621069078,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,83,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,84,1,0.5353535703933485,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,85,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,86,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,87,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,88,1,2.072519195476776,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,89,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,90,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,91,1,0.9504273213426547,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,92,1,0.8305597075844491,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,93,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,94,1,0.7021005963265667,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,95,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,96,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,97,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,98,1,0.746905085884322,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,99,0,,2.3038792331567386,1.3038792331567386,
triton|0shot|1_Square_matrix_multiplication_|openai/gpt-oss-120b|901,1_Square_matrix_multiplication_,openai/gpt-oss-120b,901,1,100,1,0.46134453633537476,2.3038792331567386,1.3038792331567386,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,1,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,2,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,3,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,4,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,5,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,6,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,7,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,8,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,9,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,10,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,11,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,12,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,13,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,14,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,15,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,16,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,17,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,18,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,19,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,20,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,21,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,22,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,23,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,24,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,25,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,26,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,27,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,28,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,29,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,30,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,31,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,32,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,33,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,34,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,35,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,36,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,37,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,38,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,39,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,40,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,41,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,42,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,43,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,44,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,45,0,,,,
triton|0shot|82_conv_depthwise_2D_square_input_square_kernel|Qwen/Qwen3-Coder-30B-A3B-Instruct|0,82_conv_depthwise_2D_square_input_square_kernel,Qwen/Qwen3-Coder-30B-A3B-Instruct,0,0,46,0,,,,
